sample_id,text,true_label,pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,technique,vulnerability
70,"Person1: How long have I been here?
Person2: Three nights, two days. When is your rent coming up at the motel?
Person1: I don't know.  I'll go and sort it out today. Why don't you come?... We'll find a real room for me. You can pick it out, a tower on the strip.
Person2: There's no reason to blow all your money on a hotel room.
Person1: What do you mean?
Person2: What I mean is that you should bring your stuff over here. We're spending all this time together... what the heck!
Person1: Sera...
Person2: Let's face it, Ben, we're having fun here. I've never done so much talking in my life.
Person1: Me neither.
Person2: So! Let's dispense with the formalities. I want you here... now!
Person1: Sera you are crazy.
Person2: So... I'm not too concerned with long term plans.
Person1: Don't you think you'll get a little bored living with a drunk?
Person2: That is what I want. Why don't you go and get your stuff?
Person1: You haven't seen the worst of it. These last few days I've been very controlled. I knock things over... I throw up all the time.  Now I feel really good... You're like some kind of antidote that mixes the liquor and keeps me in balance, but that won't last forever. You'll get tired of it really quickly. Believe me.",1,0,300,541,540,1,0.8156769275665283,,
71,"Person1: Good gracious!  What is this?
Person2: You are going to drive to the frontier.
Person1: It is shameful -- infamous!  I insist upon being put down at the Austrian ambassador's house.
Person2: I have orders to gag your honor if you cry out, and to give you this purse containing ten thousand frederics if you do not.
Person1: Ten thousand?  But the scoundrel owes me seventy thousand.
Person2: Your honor must lower his voice.
Person1: All Europe shall hear of this!
Person2: As you please.",1,1,300,358,357,1,2.6613709926605225,,
72,"Person1: Dan!  The spare costumes!  I can't believe you kept them.
Person2: Me neither.  Mine barely even fits.  The thing is, I try to remember why we did it, and I can't.  Helping people, or righting wrongs, or trying to save the world . . . I don't know.  It all seems so abstract.",0,0,300,313,312,1,0.5096001625061035,,
73,"Person1: Well, no, look... I mean, there was a footprint. Forget it. It's probably not important at all.  You know, I got a job now. I'm teaching high school. Japanese and Chemistry.  So, what were you calling about?
Person2: You called me.",0,0,300,297,296,1,0.512725830078125,,
74,"Person1: ...The fault, dear Brutus, is not in our stars...
Person2: Don't give me that crap. That's MY crap.
Person1: And it's good!
Person2: I'll have you suspended. I'll have you disbarred.
Person1: Don't threaten me, Miles. I did nothing illegal.
Person2: ...why did she do it, Ruth? Why?
Person1: That's attorney client privilege.  Sorry, Miles. But as a great and clever man once said, What's good for the goose --",1,1,300,344,343,1,0.36378908157348633,"Intimidation,Brandishing Anger",
75,"Person1: What's the point of--we all know who was at fault, so what the heck are you talking about?
Person2: Huh? No! What the heck are you talking--I'm not--we're talking about unchecked aggression here--",0,0,300,286,285,1,0.45195889472961426,,
76,"Person1: Shut up.
Person2: Lucy, do you know for sure you're going to get that scholarship?",0,1,300,258,257,1,0.4098989963531494,,
77,"Person1: Bob was a grown man.  In any great struggle, there will be casualties. Wouldn't that be implicit in the name?  Project ""Mayhem.""
Person2: Forget your struggle.  I want out.
Person1: You want out?
Person2: I quit.
Person1: Not an option, for the most obvious of reasons.  You need to get with the program.  Seven minutes.  Let's get out of here.",1,1,300,329,328,1,0.5089850425720215,"Rationalization,Intimidation",
78,"Person1: Tell them who I am! Tell them who I am!
Person2: Are you crazy? Unhand that woman! That's Amelia Earhart!",0,0,300,267,266,1,0.5119519233703613,,
79,"Person1: I've loved you ever since I first laid eyes on you, Jeremiah. I've just always been too scared to show it.
Person2: Beth, I can't believe you just said that because that's exactly how I've always felt about you... Call me Jam. It's my band name.
Person1: You don't know how long I've been waiting to hear that... Jam!",0,0,300,310,309,1,1.7416260242462158,,
80,"Person1: Heartwarming. Really, I feel weepy.
Person2: You wanted to know what happened after the line-up, I'm telling you.
Person1: Oh come on, Verbal. Who do you think you're talking to? You really expect me to believe he retired? For a woman? Bullshit. He was using her.
Person2: He loved her.
Person1: Sure. And I'm supposed to believe that hitting the Taxi Service wasn't his idea",0,0,300,331,330,1,0.3991720676422119,,
81,"Person1: This is why you don't show work in progress.
Person2: Norther, do you ever regret not making it to Paris?
Person1: I can't imagine any place better than here.
Person2: You're a poet. You oughta be able to. And maybe if you'd seen more, you could.",1,0,300,300,299,1,0.516942024230957,Persuasion or Seduction,
82,"Person1: He rides tonight.
Person2: Father saw you die.
Person1: He saw me thrown... saw the Horseman looming over me as I fled.  Things I wanted him to see.  But, as long as I govern the Horseman, he cannot harm me.  Baltus did not stay enough to see that.  He ran as a coward, unfettered by my fate.",0,0,300,319,318,1,0.6134710311889648,,
83,"Person1: When I thought about you I was mostly hating you. Where've you been hiding?
Person2: I haven't been hiding. I've been in Police custody. They've been trying to flush out Freddie's killer.
Person1: You're kidding.
Person2: They're letting me have this vacation. Which is why the get-up. Which is why you haven't heard from me.
Person1: You know, the whole world thinks you killed Freddie? It's terrible.
Person2: I know. Look, I can't talk now. Later. Later?",1,0,300,346,345,1,0.5112919807434082,Feigning Innocence,Naivete
84,"Person1: You hate your father.
Person2: If he tricked me into loving him, is what I meant.
Person1: You'd hate him for the trick.
Person2: Not if what he left me was real.",0,0,300,283,282,1,0.7118849754333496,,
85,"Person1: Yes, sir. But that's what I like about her. She's not like all the other girls at school.
Person2: Charles, in spite of your adolescent infatuation with music, we've always regarded you a a fine young man. We've trusted you with our daughter.
Person1: Yes, sir. Trust is a twoway street. In the past two years I've been pleased to note that you and Mrs. Kelcher have, uh, fulfilled your sacred trust of being good parents to the, uh, woman I plan to take off your hands.",0,0,300,351,350,1,0.41151905059814453,,
86,"Person1: You seem... disturbed.
Person2: I... No. You do this for money?
Person1: Mais certainment... A great deal of money. Naturally I do not do it myself. I myself do not possess the nerve.  But I am always... how do you say... looking out for those who do... It is a thing quite rare. Champagne perhaps? Tch, tch. Don't say no. When a man says no to champagne, he says no to life and that no man must ever do.  Where did you play?
Person2: Up north.
Person1: Ah yes. Of course... So few survive.  La creme de la creme... How did you obtain release?
Person2: Playing.
Person1: Playing?
Person2: We... Three bullets.
Person1: And then you...",0,0,300,406,405,1,0.40483903884887695,,
87,"Person1: Why do you want the white horse to bid you ""good-day""?
Person2: He was a nice horse.
Person1: Maybe there's another reason. Maybe you haven't friends enough. Could that be it, Georgina?",1,1,300,284,283,1,0.510610818862915,Shaming or Belittlement,
88,"Person1: Finish your tour?
Person2: And anxious to get started.  What is this, mostly malaria?
Person1: Yes- but their suffering is only transitory- once they except God into their hearts, He will vanquish all pain.",0,1,300,288,287,1,0.425278902053833,,
89,"Person1: Memory is no trick, it is a power. The power to see.
Person2: Power you have given me. What can my power give you?
Person1: Knowledge.
Person2: Of what?
Person1: The Fortress of Krull. When will it come near here?
Person2: Why must you know?
Person1: There is a girl there. Her name is Lyssa.
Person2: You lie!
Person1: Could I lie to you and still see your beauty?
Person2: No.
Person1: A young man seeks her. A young man about the age I was when I met you.
Person2: Tomorrow, the Fortress of Krull will rise with the sun in the Valley of Reeds. But the knowledge is of no use to you. No man has ever escaped the Web. And soon the creature will come for you, even here.",1,0,300,418,417,1,0.49501800537109375,,"Dependency,Naivete"
90,"Person1: Paul, I know you've been out.
Person2: What?
Person1: You've been out of your room.
Person2: No, I haven't.
Person1: Paul, my little ceramic penguin in the study always faces due south.
Person2: I don't know what you're talking about.",1,1,300,298,297,1,0.4079282283782959,Denial,
91,"Person1: God-damn..
Person2: What did you say?
Person1: Sorry man, I didn't mean that personally...
Person2: I know how you feel, humiliated in the hands of a woman. I'd rather eat my soul on a paper plate...",0,0,300,290,289,1,0.40758800506591797,,
92,"Person1: So, what are we waiting for?
Person2: What?
Person1: Let's face it.  You want me.",0,1,300,263,262,1,0.5104091167449951,,
93,"Person1: Go on back to the hotel.
Person2: Please, Eddie, don't beg him.
Person1: Would you go on back to the hotel? Take a cab, go on back to the hotel.
Person2: Doesn't all of this come through to you, Eddie? Doesn't any of this mean anything to you? That man, this place, the people. They wear masks, Eddie. And underneath the masks they're perverted, twisted, crippled.
Person1: Shut up.",1,1,300,336,335,1,0.4061291217803955,Persuasion or Seduction,
94,"Person1: Pull your head out of your ass.  Get your thinking straight.  You wanna die?
Person2: I'm collateral anyway, so just do it and stop making me a part of this!
Person1: Teach him how to talk back, suddenly he can't stop.  I'm not playing.
Person2: Sure?  Like you didn't play him? String him along?  If he had gotten the answer right, would you have let him go?",1,1,300,329,328,1,0.510958194732666,"Intimidation,Accusation",
